Id,Category
2997,5
2998,9
2999,5
3000,8
3001,4
3002,1
3003,6
3004,2
3005,4
3006,10
3007,0
3008,0
3009,4
3010,0
3011,9
3012,6
3013,9
3014,3
3015,1
3016,3
3017,3
3018,6
3019,5
3020,6
3021,3
3022,5
3023,1
3024,0
3025,4
3026,6
3027,2
3028,10
3029,6
3030,0
3031,6
3032,9
3033,5
3034,8
3035,0
3036,1
3037,0
3038,10
3039,5
3040,0
3041,9
3042,10
3043,0
3044,1
3045,3
3046,7
3047,1
3048,5
3049,0
3050,1
3051,0
3052,2
3053,10
3054,5
3055,1
3056,8
3057,9
3058,3
3059,10
3060,8
3061,0
3062,10
3063,9
3064,4
3065,1
3066,7
3067,3
3068,5
3069,5
3070,3
3071,4
3072,3
3073,0
3074,9
3075,0
3076,4
3077,3
3078,0
3079,2
3080,9
3081,10
3082,9
3083,1
3084,9
3085,3
3086,5
3087,2
3088,6
3089,3
3090,9
3091,0
3092,9
3093,5
3094,7
3095,0
3096,4
3097,2
3098,6
3099,4
3100,3
3101,9
3102,5
3103,4
3104,1
3105,0
3106,3
3107,9
3108,7
3109,9
3110,8
3111,8
3112,5
3113,5
3114,9
3115,9
3116,1
3117,8
3118,6
3119,8
3120,2
3121,5
3122,5
3123,4
3124,7
3125,3
3126,2
3127,5
3128,7
3129,2
3130,7
3131,5
3132,4
3133,7
3134,5
3135,9
3136,6
3137,9
3138,2
3139,5
3140,5
3141,7
3142,9
3143,9
3144,10
3145,8
3146,1
3147,10
3148,2
3149,0
3150,5
3151,5
3152,0
3153,2
3154,9
3155,9
3156,7
3157,4
3158,4
3159,9
3160,8
3161,1
3162,8
3163,10
3164,9
3165,0
3166,7
3167,9
3168,2
3169,0
3170,2
3171,9
3172,4
3173,0
3174,2
3175,7
3176,10
3177,4
3178,3
3179,3
3180,6
3181,2
3182,9
3183,8
3184,1
3185,1
3186,9
3187,0
3188,5
3189,6
3190,3
3191,3
3192,9
3193,0
3194,2
3195,4
3196,10
3197,8
3198,2
3199,3
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,10
3207,6
3208,2
3209,5
3210,1
3211,1
3212,9
3213,1
3214,8
3215,9
3216,1
3217,3
3218,9
3219,9
3220,9
3221,9
3222,0
3223,5
3224,3
3225,4
3226,9
3227,9
3228,9
3229,6
3230,7
3231,1
3232,8
3233,5
3234,7
3235,0
3236,2
3237,2
3238,5
3239,6
3240,9
3241,10
3242,6
3243,8
3244,0
3245,6
3246,10
3247,8
3248,9
3249,7
3250,10
3251,5
3252,2
3253,8
3254,5
3255,5
3256,0
3257,4
3258,5
3259,3
3260,9
3261,0
3262,3
3263,6
3264,5
3265,10
3266,9
3267,8
3268,0
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,0
3276,5
3277,0
3278,9
3279,6
3280,6
3281,10
3282,9
3283,3
3284,9
3285,3
3286,7
3287,3
3288,4
3289,1
3290,7
3291,9
3292,5
3293,2
3294,10
3295,6
3296,10
3297,10
3298,9
3299,7
3300,3
3301,9
3302,7
3303,0
3304,5
3305,2
3306,9
3307,3
3308,8
3309,9
3310,1
3311,2
3312,9
3313,2
3314,5
3315,4
3316,4
3317,9
3318,6
3319,9
3320,1
3321,3
3322,8
3323,5
3324,8
3325,2
3326,5
3327,5
3328,10
3329,4
3330,8
3331,9
3332,8
3333,8
3334,4
3335,8
3336,9
3337,10
3338,1
3339,5
3340,7
3341,4
3342,2
3343,8
3344,2
3345,0
3346,9
